"municipality","votes","candidate","parties","file","district"
"天城町",1174,"はやし　健二","(無所属)","000520964.xls","鹿児島県第２区"
"天城町",139,"祝迫　みつはる","日本共産党","000520964.xls","鹿児島県第２区"
"天城町",265,"さいとう　カヨ","希望の党","000520964.xls","鹿児島県第２区"
"天城町",1805,"金子　万寿夫","自由民主党","000520964.xls","鹿児島県第２区"
"伊仙町",915,"はやし　健二","(無所属)","000520964.xls","鹿児島県第２区"
"伊仙町",147,"祝迫　みつはる","日本共産党","000520964.xls","鹿児島県第２区"
"伊仙町",309,"さいとう　カヨ","希望の党","000520964.xls","鹿児島県第２区"
"伊仙町",3401,"金子　万寿夫","自由民主党","000520964.xls","鹿児島県第２区"
"和泊町",1238,"はやし　健二","(無所属)","000520964.xls","鹿児島県第２区"
"和泊町",156,"祝迫　みつはる","日本共産党","000520964.xls","鹿児島県第２区"
"和泊町",421,"さいとう　カヨ","希望の党","000520964.xls","鹿児島県第２区"
"和泊町",2111,"金子　万寿夫","自由民主党","000520964.xls","鹿児島県第２区"
"知名町",933,"はやし　健二","(無所属)","000520964.xls","鹿児島県第２区"
"知名町",138,"祝迫　みつはる","日本共産党","000520964.xls","鹿児島県第２区"
"知名町",425,"さいとう　カヨ","希望の党","000520964.xls","鹿児島県第２区"
"知名町",2004,"金子　万寿夫","自由民主党","000520964.xls","鹿児島県第２区"
"与論町",640,"はやし　健二","(無所属)","000520964.xls","鹿児島県第２区"
"与論町",164,"祝迫　みつはる","日本共産党","000520964.xls","鹿児島県第２区"
"与論町",361,"さいとう　カヨ","希望の党","000520964.xls","鹿児島県第２区"
"与論町",1845,"金子　万寿夫","自由民主党","000520964.xls","鹿児島県第２区"
"鹿児島県第２区 合計",33317,"はやし　健二","(無所属)","000520964.xls","鹿児島県第２区"
"鹿児島県第２区 合計",16280,"祝迫　みつはる","日本共産党","000520964.xls","鹿児島県第２区"
"鹿児島県第２区 合計",43331,"さいとう　カヨ","希望の党","000520964.xls","鹿児島県第２区"
"鹿児島県第２区 合計",97743,"金子　万寿夫","自由民主党","000520964.xls","鹿児島県第２区"
"阿久根市",3748,"野間　たけし","希望の党","000520964.xls","鹿児島県第３区"
"阿久根市",7072,"小里　やすひろ","自由民主党","000520964.xls","鹿児島県第３区"
"阿久根市",541,"山口　ゆうた","日本共産党","000520964.xls","鹿児島県第３区"
"出水市",8753,"野間　たけし","希望の党","000520964.xls","鹿児島県第３区"
"出水市",15344,"小里　やすひろ","自由民主党","000520964.xls","鹿児島県第３区"
"出水市",1611,"山口　ゆうた","日本共産党","000520964.xls","鹿児島県第３区"
